Dataset,Method,N_Features,Classifier,Fold,MCC,F1,Sensitivity,Specificity,Balanced_Accuracy,Accuracy
baseline,mRMR,30,RandomForest_TUNED,1,0.44539933408304444,0.8333333333333333,0.7894736842105263,0.6923076923076923,0.7408906882591093,0.7647058823529411
baseline,mRMR,30,NeuralNetwork,1,0.5684026070835869,0.8974358974358975,0.9210526315789473,0.6153846153846154,0.7682186234817814,0.8431372549019608
baseline,mRMR,30,NeuralNetwork_TUNED,1,0.5870445344129555,0.8947368421052632,0.8947368421052632,0.6923076923076923,0.7935222672064777,0.8431372549019608
baseline,mRMR,30,NaiveBayes,1,0.5438851189301883,0.8405797101449276,0.7631578947368421,0.8461538461538461,0.8046558704453441,0.7843137254901961
baseline,mRMR,30,LogisticRegression,1,0.4248294319718444,0.7941176470588235,0.7105263157894737,0.7692307692307693,0.7398785425101215,0.7254901960784313
baseline,mRMR,30,AdaBoost,1,0.5408420485294111,0.861111111111111,0.8157894736842105,0.7692307692307693,0.7925101214574899,0.803921568627451
baseline,mRMR,30,AdaBoost_TUNED,1,0.6362847629757777,0.8888888888888888,0.8421052631578947,0.8461538461538461,0.8441295546558705,0.8431372549019608
baseline,mRMR,30,SVM_RBF,1,0.4180321236831189,0.8571428571428572,0.868421052631579,0.5384615384615384,0.7034412955465588,0.7843137254901961
baseline,mRMR,30,SVM_RBF_TUNED,1,0.412370327615048,0.8809523809523809,0.9736842105263158,0.3076923076923077,0.6406882591093117,0.803921568627451
baseline,mRMR,40,RandomForest,1,0.6362847629757777,0.8888888888888888,0.8421052631578947,0.8461538461538461,0.8441295546558705,0.8431372549019608
baseline,mRMR,40,RandomForest_TUNED,1,0.5729469132063221,0.8571428571428572,0.7894736842105263,0.8461538461538461,0.8178137651821862,0.803921568627451
baseline,mRMR,40,NeuralNetwork,1,0.4590119166637268,0.8717948717948718,0.8947368421052632,0.5384615384615384,0.7165991902834008,0.803921568627451
baseline,mRMR,40,NeuralNetwork_TUNED,1,0.4590119166637268,0.8717948717948718,0.8947368421052632,0.5384615384615384,0.7165991902834008,0.803921568627451
baseline,mRMR,40,NaiveBayes,1,0.6036581323223685,0.8732394366197183,0.8157894736842105,0.8461538461538461,0.8309716599190283,0.8235294117647058
baseline,mRMR,40,LogisticRegression,1,0.5438851189301883,0.8405797101449276,0.7631578947368421,0.8461538461538461,0.8046558704453441,0.7843137254901961
baseline,mRMR,40,AdaBoost,1,0.6036581323223685,0.8732394366197183,0.8157894736842105,0.8461538461538461,0.8309716599190283,0.8235294117647058
baseline,mRMR,40,AdaBoost_TUNED,1,0.5095096162720908,0.8450704225352113,0.7894736842105263,0.7692307692307693,0.7793522267206479,0.7843137254901961
baseline,mRMR,40,SVM_RBF,1,0.43737346348253053,0.875,0.9210526315789473,0.46153846153846156,0.6912955465587045,0.803921568627451
baseline,mRMR,40,SVM_RBF_TUNED,1,0.34541172847256507,0.8735632183908045,1.0,0.15384615384615385,0.5769230769230769,0.7843137254901961
baseline,mRMR,50,RandomForest,1,0.6362847629757777,0.8888888888888888,0.8421052631578947,0.8461538461538461,0.8441295546558705,0.8431372549019608
baseline,mRMR,50,RandomForest_TUNED,1,0.5438851189301883,0.8405797101449276,0.7631578947368421,0.8461538461538461,0.8046558704453441,0.7843137254901961
baseline,mRMR,50,NeuralNetwork,1,0.5684026070835869,0.8974358974358975,0.9210526315789473,0.6153846153846154,0.7682186234817814,0.8431372549019608
baseline,mRMR,50,NeuralNetwork_TUNED,1,0.4590119166637268,0.8717948717948718,0.8947368421052632,0.5384615384615384,0.7165991902834008,0.803921568627451
baseline,mRMR,50,NaiveBayes,1,0.6362847629757777,0.8888888888888888,0.8421052631578947,0.8461538461538461,0.8441295546558705,0.8431372549019608
baseline,mRMR,50,LogisticRegression,1,0.5095096162720908,0.8450704225352113,0.7894736842105263,0.7692307692307693,0.7793522267206479,0.7843137254901961
baseline,mRMR,50,AdaBoost,1,0.44539933408304444,0.8333333333333333,0.7894736842105263,0.6923076923076923,0.7408906882591093,0.7647058823529411
baseline,mRMR,50,AdaBoost_TUNED,1,0.47721735962610745,0.8493150684931505,0.8157894736842105,0.6923076923076923,0.7540485829959513,0.7843137254901961
baseline,mRMR,50,SVM_RBF,1,0.36629775046030444,0.8641975308641974,0.9210526315789473,0.38461538461538464,0.652834008097166,0.7843137254901961
baseline,mRMR,50,SVM_RBF_TUNED,1,0.34500484066310094,0.8674698795180723,0.9473684210526315,0.3076923076923077,0.6275303643724697,0.7843137254901961
baseline,mRMR,60,RandomForest,1,0.47721735962610745,0.8493150684931505,0.8157894736842105,0.6923076923076923,0.7540485829959513,0.7843137254901961
baseline,mRMR,60,RandomForest_TUNED,1,0.47721735962610745,0.8493150684931505,0.8157894736842105,0.6923076923076923,0.7540485829959513,0.7843137254901961
baseline,mRMR,60,NeuralNetwork,1,0.5870445344129555,0.8947368421052632,0.8947368421052632,0.6923076923076923,0.7935222672064777,0.8431372549019608
baseline,mRMR,60,NeuralNetwork_TUNED,1,0.5240999759609252,0.8831168831168831,0.8947368421052632,0.6153846153846154,0.7550607287449393,0.8235294117647058
